cible,n,accuracy,precision,recall,f1,auc,brier,taux_reel_global,taux_predit_naif,taux_predit_proba_moyenne
fdsm123,390351,0.7411022387543519,0.7734557628113246,0.7487393197215562,0.7608968762642931,0.7904951021193131,0.18329627811908722,0.5501843212903259,0.5326027088440916,0.5311665
fdsm124,390332,0.8014049578307697,0.82150696555892,0.9274752624006165,0.8712808812638445,0.8618849364033098,0.1341933012008667,0.7246882141356589,0.8181676111617803,0.787678
fdsm125,390326,0.6997868448425163,0.5029894381963284,0.3246822799336932,0.39462930531231755,0.6939600224434588,0.1979004144668579,0.3013762854639455,0.19453994865830102,0.38789222
