accuracy,precision,recall,f1,auc,cible,modele,niveau,meilleurs_params
0.7545999999999999,0.7659038313784803,0.9146088645717942,0.8336409326654403,0.7557651251057236,fdsm123,ft_transformer,candidat,"{'d_token': 64, 'n_layers': 3, 'n_heads': 4, 'lr': 0.001}"
0.9101000000000001,0.9467171547163332,0.9515993282058816,0.9491424643002414,0.8965815582810984,fdsm124,ft_transformer,candidat,"{'d_token': 64, 'n_layers': 3, 'n_heads': 4, 'lr': 0.001}"
0.6351666666666667,0.7145450424216884,0.45226186947092506,0.5524667956136543,0.6916299507729591,fdsm125,ft_transformer,candidat,"{'d_token': 32, 'n_layers': 2, 'n_heads': 4, 'lr': 0.001}"
